district,name,location,taluk,village,status,contacts,facilities_available,total_people,total_males,total_females,total_infants,food_req,clothing_req,sanitary_req,medical_req,other_req
tcr,KECUPS Potta,"KECUPS 
Potta P O
Chalakudy
Thrissur
Pin:680722",Chalakudy,Potta,active,"Municipal Secretary:9496141437
Beena Davis Ward Councilor : 9388303340","Food,Light,Kitchen,toilets",152,81,71,,Yes,Yes,Yes,Yes,
ekm,MAR BASELIAS OUGEN SCHOOL KODANAD,,KUNNATHUNAD,KODANAD,active,,,700,287,284,,,,,,
alp,Panchayat Office,Panchayat Office,Chengannoor,Thiruvanvandoor,active,,,60,,,,,,,,
ekm,"ST GEORGE PARISH HALL, ST GEORGE LP SCHOOL KODANAD",,KUNNATHUNAD,KOOVAPADY,active,,,1020,418,414,,,,,,
alp,St. George Church,St. George Church,Chengannoor,Thiruvanvandoor,active,,,80,,,,,,,,
ekm,MALAYIDAM THURUTHU MUSLIM JAMA ATH PALLI,,KUNNATHUNAD,VAZHAKULAM,active,,,272,112,110,,,,,,
ekm,UNNI MISHIHA PALLI AUDITORIUM,,KUNNATHUNAD,VAZHAKKULAM,active,,,374,153,152,,,,,,
alp,Umayattukara Samskarika Nilayam,Umayattukara Samskarika Nilayam,Chengannoor,Thiruvanvandoor,active,,,150,,,,,,,,
ekm,VAZHAKULAM COOPERATIVE BANK AUDITORIUM,,KUNNATHUNAD,VAZHAKKULAM,active,,,182,75,74,,,,,,
alp,Catholica Church,Catholica Church,Chengannoor,Thiruvanvandoor,active,,,250,,,,,,,,
tcr,Madona Special Scholl Potta,"Potta P O 
Chalakudy
Thrissur
Pin:680722",Chalakudy,Perambra,active,"Municipal Secretary - 9496141437
Camp centre person : Sr.Anjo 9495783298","Light,Kitchen,Toilets,rooms,dress,mat,towel",164,78,84,4,yes,yes,yes,yes,
alp,Umayattukara Marthoma Church,Umayattukara Marthoma Church,Chengannoor,Thiruvanvandoor,active,,,700,,,,,,,,
ekm,ST MARYS CHURCH CHEMBARAKKI,,KUNNATHUNAD,VAZHAKKULAM,active,,,156,64,63,,,,,,
ekm,KAIPPOORIKKARA  JHARAM MADRASSA,,KUNNATHUNAD,VAZHAKKULAM,active,,,67,27,27,,,,,,
alp,Kallissery IPC Church,Kallissery IPC Church,Chengannoor,Thiruvanvandoor,active,,,200,,,,,,,,
ekm,"JAMIA HASSANIYA PUBLIC SCHOOL,CHEMBARACKI",,KUNNATHUNAD,VAZHAKULAM,active,,,158,65,64,,,,,,
alp,Kallissery Orthodox Church,Kallissery Orthodox Church,Chengannoor,Thiruvanvandoor,active,,,1000,,,,,,,,
ekm,KAIPPOORIKKARA COMMUNITY HALL,,KUNNATHUNAD,VAZHAKKULAM,active,,,19,8,8,,,,,,
ekm,RAYONPURAM MADRASSA VALLOM,,KUNNATHUNAD,CHELAMATTOM,active,,,120,49,49,,,,,,
alp,"LPC Hall, Smasana Road, Mazhukker","LPC Hall, Smasana Road, Mazhukker",Chengannoor,Thiruvanvandoor,active,,,75,,,,,,,,
ekm,MALE PALLI HALL WEST CHELAKULAM,,KUNNATHUNAD,PATIMATTOM,active,,,56,23,23,,,,,,
ekm,JAI BHARATH COLLEGE ARAKKAPADY,,KUNNATHUNAD,ARAKKAPADY,active,,,208,85,84,,,,,,
ekm,ICT SCHOOL PERINGALA,,KUNNATHUNAD,KUNNATHUNAD,active,,,130,53,53,,,,,,
ekm,SNDP HALL ARACKAPPADY,,KUNNATHUNAD,ARAKKAPADY,active,,,31,13,13,,,,,,
ekm,JAMA ATH HALL AMBUNAD,,KUNNATHUNAD,KIZHAKKAMBALAM,active,,,176,72,71,,,,,,
ekm,SHARAFFYA  ENGLISH MEDIUM SCHOOL MUDIKKAL,,KUNNATHUNAD,MARAMBILLY,active,,,300,123,122,,,,,,
alp,"Brothrern Church Hall, Mazhukkeer","Brothrern Church Hall, Mazhukkeer",Chengannoor,Thiruvanvandoor,active,,,75,,,,,,,,
alp,"Government UPS, Mazhukkeer","Government UPS, Mazhukkeer",Chengannoor,Thiruvanvandoor,active,,,350,,,,,,,,
ktm,Govt LPS Poovanthuruth,Poovanthuruth p.O,Kottayam,Panachikad,active,Available,,94,29,40,5,Available,Available,Available,Available,
alp,Thondarapadi Building,Thondarapadi Building,Chengannoor,Thiruvanvandoor,active,,,450,,,,,,,,
alp,Little Flower Church Hall,Little Flower Church Hall,Chengannoor,Thiruvanvandoor,active,,,180,,,,,,,,
ktm,"St Theresa's Girls high school , Nedumkunnam",Nedumkunnam P.O,Changanacherry,Nedumkunnam,active,9496044729,,110,47,63,9,Available,Available,Available,Available,
alp,Thazhchayil Building,Thazhchayil Building,Chengannoor,Thiruvanvandoor,active,,,180,,,,,,,,
alp,Kallikkattil Building,Kallikkattil Building,Chengannoor,Thiruvanvandoor,active,,,250,,,,,,,,
alp,Thiruvanvandoor  HSS,Thiruvanvandoor  HSS,Chengannoor,Thiruvanvandoor,active,,,750,,,,,,,,
ktm,Emmavos Public School Kaduvakulam,moolavattom P.O,Kottayam,Panachikad,active,,,56,19,21,5,Available,Available,Available,Available,
ktm,"St Johns the baptist H.S , Nedumkunnam",Nedumkunnam P.O,Changanacherry,Nedumkunnam,active,,,171,85,86,10,Available,Available,Available,Available,
alp,Thiruvanvandoor Government HSS,Thiruvanvandoor Government HSS,Chengannoor,Thiruvanvandoor,active,,,250,,,,,,,,
ktm,Azhuthamunni,"Gramavikasana Samithy Hall, Azhuthamunni",Kanjirappally,Erumely South,active,,Available,18,9,9,,Available,Available,Available,Available,
alp,St. Gregorius Church Hall,St. Gregorius Church Hall,Chengannoor,Thiruvanvandoor,active,,,125,,,,,,,,
alp,NSS Karayogam building,NSS Karayogam building,Chengannoor,Thiruvanvandoor,active,,,450,,,,,,,,
ekm,"Ganapathickal Auditorium, Panangad","Sree Maha Ganapathi Temple, Panangad P O, Ernakulam-682506",Kanyannur,Kumbalam,active,"Deepthi (Village Officer)  -  8547613813 
Sherly George( President Kumbalam Panchayat) - 9496045782","Lights, Toilets, Kichen are available",410,176,171,63,ഭക്ഷണം ലഭ്യമാക്കുന്നുണ്ട്,വസ്ത്രങ്ങള്‍ ലഭ്യമാക്കുന്നുണ്ട്,ലഭ്യമാക്കുന്നുണ്ട്,മെഡിക്കല്‍ ടീം ക്യാംമ്പ് ചെയ്യുന്നുണ്ട്,
ekm,GOVT LPS KAVANA,,MUVATTUPUZHA,MUVATTUPUZHA,active,,,48,20,21,,,,,,
ekm,COMMUNITY CENTRE RANDAR,"COMMUNITY CENTRE RANDAR,MUVATTUPUZHA",MUVATTUPUZHA,MUVATTUPUZHA,active,,,25,11,11,,,,,,
ekm,JUMA MASJID MADRASA MANGAT,,MUVATTUPUZHA,VALAKOM,active,,,800,337,345,,,,,,
ktm,NSS SASTHATEMPLE CHEMMANAMPADI,kottayam,Kottayam,perumbaikkadu,active,,,50,22,27,1,Available,Available,Available,Available,
ekm,NIRMALA COLLEGE,"NIRMALA COLLEGE,MUVATTUPUZHA",MUVATTUPUZHA,MUVATTUPUZHA,active,,,1120,472,483,,,,,,
ekm,VALAKOM BUDS SCHOOL,,MUVATTUPUZHA,VALAKOM,active,,,20,8,9,,,,,,
alp,Vrindavan Lodge,Vrindavan Lodge,Chengannoor,Thiruvanvandoor,active,,,200,,,,,,,,
ekm,RACKAD CHURCH VALAKOM,,MUVATTUPUZHA,VALAKOM,active,,,180,76,78,,,,,,
ekm,"WARD 11,CHERIYA URAYAM","WARD 11,CHERIYA URAYAM,KUNNATHUKAD CHAPPAL",MUVATTUPUZHA,VALAKOM,active,,,25,11,11,,,,,,
ktm,ANGANWADI SANKRANTHI,kottayam,Kottayam,perumbaikkadu,active,,Available,50,22,28,,Available,Available,Available,Available,
ekm,MAEKADAMBU LPS,,MUVATTUPUZHA,VALAKOM,active,,,384,162,166,,,,,,
ekm,ST GEORGE SYRYAN SIMHASANA CHAPPEL CHERIYA URAYAM,,MUVATTUPUZHA,VALAKOM,active,,,165,70,71,,,,,,
alp,Sree Dharama Sastha Temple Auditorium,Sree Dharama Sastha Temple Auditorium,Chengannoor,Thiruvanvandoor,active,,,350,,,,,,,,
ktm,SNLP SCHOOL SANKRANTHI,kottayam,Kottayam,perumbaikkadu,active,9447716770,,300,146,154,,Available,Available,Available,Available,
ekm,MECKADAMPU ANGANWADI,,MUVATTUPUZHA,VALAKOM,active,,,40,17,17,,,,,,
alp,"Hindu U P School,Eramallikkara","Hindu U P School,Eramallikkara",Chengannoor,Thiruvanvandoor,active,,,350,,,,,,,,
ekm,PETTA MADRASA,,MUVATTUPUZHA,MARADY,active,,,328,138,142,,,,,,
ktm,PULIKKAL TRADE CENTERE NAGAMPADOM,kottayam,Kottayam,perumbaikkadu,active,9447212616,,75,28,49,,Available,Available,Available,Available,
ptm,Petta Muslim Mosque,Petta Muslim Mosque,Ranni,Angadi,active,,,,,,,,,,,
tcr,POOMALA H.S.S,"H.S.S POOMALA
POOMALA POST
POOMALA
PIN 680581",THRISSUR,KILLANNOOR,closed,,ALL AVAILABLE,113,56,57,0,YES,YES,YES,YES,
ptm,Vayanashala,Vayanashala,Ranni,Ayiroor,active,,,185,,,,,,,,
ekm,PERINGAZHA PARISH HALL MARADY,,MUVATTUPUZHA,MARADY,active,,,848,357,366,,,,,,
ptm,NSS Karayoga Mandiram,NSS Karayoga Mandiram,Ranni,Ayiroor,active,,,150,,,,,,,,
ptm,Dhyanantha Ashramam,Dhyanantha Ashramam,Ranni,Ayiroor,active,,,270,,,,,,,,
ekm,MARADY HIGH SCHOOL,,MUVATTUPUZHA,MARADY,active,,,698,294,301,,,,,,
ktm,PULLARIKUNNU CHURCH MALLUSSERIYIL,kottayam,Kottayam,perumbaikkadu,active,9846529743,,30,14,16,,Available,Available,Available,Available,
ptm,"NSS Karayoga Mandiram ,cherukolpuzha","NSS Karayoga Mandiram ,cherukolpuzha",Ranni,Ayiroor,active,,,70,,,,,,,,
ekm,MARADY COMMUNITY CENTRE,,MUVATTUPUZHA,MARADY,active,,,248,105,107,,,,,,
ptm,GLPS Chirappuram,GLPS Chirappuram,Ranni,Ayiroor,active,,,260,,,,,,,,
ekm,CHINMAYA VIDYALAYA,"CHINMAYA VIDYALAYA,PALLURUTHY",KOCHI,PALLURUTHY,active,,,175,74,76,,,,,,
ekm,MANCHERIPPADY PARISH HALL,,MUVATTUPUZHA,MARADY,active,,,1782,751,769,,,,,,
ptm,GLPS Mukkanoor,GLPS Mukkanoor,Ranni,Ayiroor,active,,,240,,,,,,,,
ekm,ST.REETHAS HIGH SCHOOL,"ST.REETHAS HIGH SCHOOL,PALLURYTHY",KOCHI,PALLURUTHY,active,,,141,60,61,,,,,,
ptm,Murali Mukunda Temple Auditorium Edappavur,Murali Mukunda Temple Auditorium Edappavur,Ranni,Ayiroor,active,,,20,,,,,,,,
ekm,"SNDP SCHOOL ,MARADY",,MUVATTUPUZHA,MARADY,active,,,65,263,270,,,,,,
ptm,TNM LPS Edappavur,TNM LPS Edappavur,Ranni,Ayiroor,active,,,70,,,,,,,,
alp,"Karayogamandiram, Kadayikkad","Karayogamandiram, Kadayikkad",Chengannoor,Cheriyanad,active,,,800,,,,,,,,
ekm,"SDPY,PALLURUTHY","SDPY,PALLURUTHY",KOCHI,RAMESHWARAM,active,,,107,46,47,,,,,,
ptm,Edappavur Temple Auditorium,Edappavur Temple Auditorium,Ranni,Ayiroor,active,,,40,,,,,,,,
alp,Vijayeswari HS,Vijayeswari HS,Chengannoor,Cheriyanad,active,,,360,,,,,,,,
ekm,GOVT MODEL HIGH SCHOOL MUVATTUPUZHA,,MUVATTUPUZHA,MARADY,active,,,179,75,77,,,,,,
ptm,SC UPS,SC UPS,Ranni,Pazhavangadi,active,,,85,,,,,,,,
ekm,"KENDRIYA VIDYALAYA,KADARI BHAG","KENDRIYA VIDYALAYA,KADARI BHAG,RAMESHWARAM",KOCHI,RAMESHWARAM,active,,,135,57,59,,,,,,
ptm,Mundapuzha LPS,Mundapuzha LPS,Ranni,Ranni,active,,,240,,,,,,,,
alp,"JBS , Cheriyanad","JBS , Cheriyanad",Chengannoor,Cheriyanad,active,,,350,,,,,,,,
ekm,ST MAXIMILLIAN KOLBE CHURCH EAST VAZHAPPILLY,,MUVATTUPUZHA,MULAVOOR,active,VO-8547613505,,140,59,60,,,,,,
ekm,SANTA MARIYA,"SANTA MARIYA,RAMESHWARAM",KOCHI,RAMESHWARAM,active,,,101,43,44,,,,,,
tcr,VNMM GOVT.H.S.S. MACHAD,"VNMM GOVT.H.S.S. MACHAD
THEKKUMKARA POST
PUNNAMPARAMBU
PIN 680589",THALAPPILLY,THEKKUMKARA,closed,,ALL AVAILABLE,71,37,34,,YES,YES,YES,YES,
ktm,EDAYADI LP SCHOOL SH MOUNT,kottayam,Kottayam,perumbaikkadu,closed,,,42,,,,Available,Available,Available,Available,
ekm,ST.ALOYSIOUS SCHOOL,"ST.ALOYSIOUS SCHOOL,RAMESHWARAM",KOCHI,RAMESHWARAM,active,,,123,52,54,,,,,,
ktm,ST MERCILAS SCHOOL SH MOUNT,kottayam,Kottayam,perumbaikkadu,closed,,,48,,,,Available,Available,Available,Available,
ekm,ST.SEBASTIAN HIGH SCHOOL,"ST.SEBASTIAN HIGH SCHOOL,RAMESHWARAM",KOCHI,RAMESHWARAM,active,,,89,38,39,,,,,,
ekm,JAHNODAYAM SABHA,"JAHNODAYAM SABHA,EDAKOCHI",KOCHI,RAMESHWARAM,active,,,20,9,9,,,,,,
ktm,ST THOMAS CHURCH KUMARANALLOOR,kottayam,Kottayam,perumbaikkadu,closed,,,30,,,,Available,Available,Available,Available,
ktm,DEVI VILASAM LPS KUMARANALLOOR,kottayam,Kottayam,perumbaikkadu,active,9656129903,,623,300,323,,Available,Available,Available,Available,
ktm,Anandasramam Mathumoola,Anandasramam mathumoola,Changanasserry,Vazhappally (E),active,8547612304,,690,,,,,,,,
tcr,GLPS Aasarikkad,"GLPS Aasarikkad, Thrissur",Thrissur,Mulayam,active,,All are available,39,17,22,0,Yes,Yes,Yes,Yes,
ekm,METHIPPARA WATER AUTHORITY HALL,,MUVATTUPUZHA,RAMAMANGALAM,active,,,75,32,32,,,,,,
ekm,"St.Marys HSS, Arakuzha","St.Marys HSS, 
Arakuzha P O
Arakuzha",Muvattupuzha,Arakuzha,closed,"0485 - 2255063
9496045857","light, kitchen, toilets, food",103,,,,,,,,
ekm,PALLOTTI CONVENT,"PALLOTTI CONVENT,EDAKOCHI",KOCHI,EDAKOCHI,active,,,128,54,56,,,,,,
ekm,GOVT HIGH SCHOOL RAMAMANGALAM,,MUVATTUPUZHA,RAMAMANGALAM,active,,,130,55,56,,,,,,
tcr,GTS Pananchery,"GTS Pananchery, Poovanchira",Thrissur,Pananchery,active,,All are available,196,90,106,0,Yes,Yes,Yes,Yes,
ekm,GOVT LP SCHOOL RAMAMANGALAM,,MUVATTUPUZHA,RAMAMANGALAM,active,,,424,179,183,,,,,,
ekm,MAMMALASSERY OOTUPURA,,MUVATTUPUZHA,RAMAMANGALAM,active,,,150,63,65,,,,,,
ekm,ST.DOMINIC,"ST.DOMINIC,EDAKOCHI",KOCHI,EDAKOCHI,active,,,45,19,20,,,,,,
ekm,KNANAYA  CHURCH HALL,,MUVATTUPUZHA,RAMAMANGALAM,active,,,120,51,52,,,,,,
ktm,ORTHODOX CHURCH SH MOUNT,kottayam,Kottayam,perumbaikkadu,active,9847188675,,75,36,39,,Available,Available,Available,Available,
ekm,AQUINASS CONVENT,"AQUINASS CONVENT,EDAKOCHI",KOCHI,EDAKOCHI,active,,,190,81,83,,,,,,
ktm,ICECREAM COMPOUND GODOWN PUTHEETTU,kottayam,Kottayam,perumbaikkadu,closed,,Available,13,,,,Available,Available,Available,Available,
ekm,KEEZHMURI CHURCH HALL,,MUVATTUPUZHA,RAMAMANGALAM,active,,,50,21,22,,,,,,
tcr,Sree Bhadra Auditorium Chembuthra,"Sree Bhadra Auditorium Chembuthra, Thrissur",Thrisuur,Pananchery,active,,All are available,60,22,38,0,Yes,Yes,Yes,Yes,
ekm,CANOSSA CONVENT,"CANOSSA CONVENT,EDAKOCHI",KOCHI,EDAKOCHI,active,,,40,17,17,,,,,,
ktm,NSS HALL BUILDING PUTHEETTU,kottayam,Kottayam,perumbaikkadu,closed,,,105,,,,Available,Available,Available,Available,
ekm,St.Joseph Church Parish Hall,"St.Joseph Church Parish Hall
perumballoor P O
Peringuzha 
Arakuzha",Muvattupuzha,Marady,closed,"0485 - 2255063
9496045857
9961549882","light, kitchen, toilets, food",343,,,,,,,,
ekm,VALIYAPALLY HALL PIRAVOM,,MUVATTUPUZHA,PIRAVOM,active,,,206,87,89,,,,,,
ekm,PARAPPALIL PRAYER HALL,,MUVATTUPUZHA,PIRAVOM,active,,,11,5,5,,,,,,
ekm,CANOSSA CONVENT,"CANOSSA CONVENT,EDAKOCHI",KOCHI,EDAKOCHI,active,,,40,6,,,,,,,
ekm,NEERKUZHY MAR GREGORIS CHAPPEL HALL,,MUVATTUPUZHA,MANEED,active,,,210,88,91,,,,,,
ekm,ST.JULIANAS PUBLIC SCHOOL,"ST.JULIANAS PUBLIC SCHOOL,EDAKOCHI",KOCHI,EDAKOCHI,active,,,114,48,50,,,,,,
ekm,ST MARYS EMS,,MUVATTUPUZHA,MANEED,active,,,26,11,11,,,,,,
tcr,KCPHMLPS Kuzhingara,"Punnayur, Chavakkad",Chavakkad,Punnayur,active,,,,,,,,,,,
ekm,AL-AZAR SCHOOL,"AL-AZAR SCHOOL,EDAKOCHI",KOCHI,EDAKOCHI,active,,,256,109,112,,,,,,
tcr,Dharsana Auditorium Vilangannur,"Dharsana Auditorium Vilangannur, Peechi, Thrissur",Thrissur,Peechi,active,,All are available,132,68,61,3,Yes,No,Yes,Yes,
ktm,VIDYADHIRAJA PUBLIC SCHOOL PUTHEETTU,kottayam,Kottayam,perumbaikkadu,active,,,80,28,52,,Available,Available,Available,Available,
ekm,NELLIPPILLY AUDITORIUM,,MUVATTUPUZHA,MUVATTUPUZHA,active,,,260,110,112,,,,,,
ekm,Periyarmugham Pally,"Malayankadu, Keezhmad",Aluva,Keezhmad,active,,,250,100,110,40,,,,,
ekm,MUNCIPALITY CULTURAL CENTRE,,MUVATTUPUZHA,MARADY,active,,,10,4,4,,,,,,
ekm,"ST.XAVIERS SCHOOL,KANDAKKADAVU","ST.XAVIERS SCHOOL,KANDAKKADAVU",KOCHI,KUMBALANGI,active,,,1210,515,528,,,,,,
ekm,Padinjare Pally,"Thottumugham, Keezhmad",Aluva,Keezhmad,active,,,350,150,160,40,,,,,
ekm,Sivagiri Vidhya Nikethan,"Keeramkunnu,Thottumugham",Aluva,Keezhmad,active,,,450,200,220,30,,,,,
ekm,ST.PETERS HIGH SCHOOL,"ST.PETERS HIGH SCHOOL,KUMBALANGI",KOCHI,KUMBALANGI,active,,,382,162,167,,,,,,
ktm,GOVT UP SCHOOL PUTHEETU,kottayam,Kottayam,perumbaikkadu,active,9495212953,,82,34,47,1,Available,Available,Available,Available,
ekm,M N Hall,"Kuttamassery,Keezhmad",Aluva,Keezhmad,active,,,405,175,200,30,,,,,
ekm,"ST.GEORGE SCHOOL ,PAZHANGANADU","ST.GEORGE SCHOOL ,PAZHANGANADU",KOCHI,KUMBALANGI,active,,,510,217,222,,,,,,
ekm,ST MICHAELS CHURCH RANDAR,,MUVATTUPUZHA,ENANALLOOR,active,VO-8547613507,,450,190,194,,,,,,
ktm,SUNDAY SCHOOL PALLIPURAM,kottayam,Kottayam,perumbaikkadu,active,perumbaikkadu,,25,15,10,,Available,Available,Available,Available,
ekm,Chenthara Hall,"Kuttamassery, Keezhmad",Aluva,Keezhmad,active,,,700,352,347,28,,,,,
ekm,SANTA CRUZ HIGH SCHOOL,"SANTA CRUZ HIGH SCHOOL,PUTHUVYPE",KOCHI,PUTHUVYPE,active,,,1202,511,524,,,,,,
ekm,ST JOHNS HIGH SCHOOL PULINTHANAM,,MUVATTUPUZHA,ENANALLOOR,active,VO-8547613507,,80,34,35,,,,,,
ekm,St Brijitus Convent V Pathampiuos North Kalamasse,Brijitus Convent V Pathampious North Kalamassery,Kanayannoor,Thrikkakkara North,active,,,68,,,,,,,,
ekm,Orbik,"Mullankuzhy, Keezhmad",Aluva,Keezhmad,active,,,120,60,65,5,,,,,
ktm,PALLIPURAM PARISH HALL CAMP,kottayam,Kottayam,perumbaikkadu,active,9496802992,,88,45,43,1,Available,Available,Available,Available,
ekm,ANGLO INDIAN SCHOOL,"ANGLO INDIAN SCHOOL,ELAMKUNNAPPUZHA",KOCHI,ELAMKUNNAPPUZHA,active,,,320,136,140,,,,,,
tcr,KAU School Vellanikkara,"KAU School Vellanikkara, Thrissur",Thrissur,Vellanikkara,active,,All are available,157,75,82,0,Yes,Yes,Yes,Yes,
ekm,PAPPAYA HOTEL VELLORKUNNAM,,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,470,198,203,,,,,,
ekm,Nazrath Generate,"Colonypady, Choondy",Aluva,Keezhmad,active,,,144,52,77,15,,,,,
tcr,P S H S Thirumudikkunnu,P S H S Thirumudikkunnu,Chalakudy,Muringur Thekkumury,active,,,33,,,,,,,,
ekm,VALAPPU BEACH,"VALAPPU BEACH,ELAMKUNNAPPUZHA",KOCHI,ELAMKUNNAPPUZHA,active,,,1200,510,523,,,,,,
ekm,SreeNarayana Giri LP School,"Thottumugham,Keezhmad",Aluva,Keezhmad,active,,,210,80,100,30,,,,,
tcr,"Pancahayath L P S ,Koratty","Pancahayath L P S ,Koratty",Chalakudy,Muringur Thekkumury,active,,,85,30,45,10,,,,,
ekm,CO.OP BANK KARTHEDAM,"CO.OP BANK KARTHEDAM,ELAMKUNNAPPUZHA",KOCHI,ELAMKUNNAPPUZHA,active,,,560,238,244,,,,,,
ktm,DEVI VILASAM GOVT LPS PARAMPUZHA,kottayam,Kottayam,perumbaikkadu,active,9447598789,,81,41,40,,Available,Available,Available,Available,
ekm,St.Joseph Sunday School,"Chunangamvely,Keezhmad",Aluva,Keezhmad,active,8921278409-Saju Mathai(Ward Member),,700,320,350,30,,,,,
ekm,GOVT.HSS,"GOVT.HSS,ELAMKUNNAPPUZHA",KOCHI,ELAMKUNNAPPUZHA,active,,,695,296,303,,,,,,
tcr,"St.Mary's Church Parish Hall,Koratty","St.Mary's Church Parish Hall,Koratty",Chalakudy,Muringur Thekkumury,active,,,540,,,,,,,,
tcr,"Holy Family Church Parish Hall,Kattapuram","Holy Family Church Parish Hall,Kattapuram",Chalakudy,Muringur Thekkumury,active,,,135,,,,,,,,
ktm,SANKRANTHI VAZHAKALA CAMP NEAR HEALTH,kottayam,Kottayam,perumbaikkadu,active,8848957406,,110,48,62,,Available,Available,Available,Available,
ekm,Amal Public School,"Chalackal,Keezhmad",Aluva,Keezhmad,active,,,1300,600,630,70,,,,,
ekm,"ST.GEORGE LPS,KARTHEDAM","ST.GEORGE LPS,KARTHEDAM",KOCHI,ELAMKUNNAPPUZHA,active,,,2500,1063,1090,,,,,,
ekm,MVIP QUARTERS VAZHAPILLY,,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,78,33,34,,,,,,
ekm,ST. JOHNS UPS KALOOR,"ST. JOHNS UPS KALOOR P.O., KALLOORKAD",MUVATTUPUZHA,KALLOORKAD,active,"9496045862
8547613508",,98,,,,,,,,
ekm,Blind School,Keezhmad,Aluva,Keezhmad,active,,,78,34,36,8,,,,,
ekm,THARBIATH SCHOOL,,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,153,64,66,,,,,,
ekm,CARMEL SCHOOL,,KOCHI,ELAMKUNNAPPUZHA,active,,,1690,719,737,,,,,,
ekm,MRS School,Keezhmad,Aluva,Keezhmad,active,,,220,100,110,40,,,,,
ekm,KADATHY CHURCH HALL,,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,40,17,17,,,,,,
tcr,"Church Parish Hall,Attappadam","Church Parish Hall,Attappadam",Chalakudy,Muringur Thekkumury,active,,,136,51,64,21,,,,,
ekm,IIV UPS,"IIV UPS,ELAMKUNNAPPUZHA",KOCHI,ELAMKUNNAPPUZHA,active,,,844,359,368,,,,,,
ekm,ST GEORGE CHURCH MUDAVOOR,,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,336,142,145,,,,,,
ekm,"St Jude Malankara katholic church, South Kalamasse","Jude Malankara katholic church, South Kalamassery",Kanayannoor,Thrikkakkara North,active,,,,,,,,,,,
ekm,RSS KARYALAYAM VELLORKUNNAM,RSS KARYALAYAM VELLORKUNNAM,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,300,126,129,,,,,,
ekm,Govt.LP School,Edayappuram,Aluva,Keezhmad,active,,,110,110,,,,,,,
ktm,THURUTHU MALI CHURCH,kottayam,Kottayam,Nattakom,active,,Available,41,,,,Available,Available,Available,Available,
tcr,"S K M L P S,Attapadam","S K M L P S,Attapadam",Chalakudy,Muringur Thekkumury,active,,,144,64,72,8,,,,,
ekm,"St Jude Malankara katholic church, South Kalamasse","Jude Malankara katholic church, South Kalamassery",Kanayannoor,Thrikkakkara North,active,,,,,,,,,,,
ekm,GOVT LPS,"GOVT.LPS,ELAMKUNNAPPUZHA",KOCHI,ELAMKUNNAPPUZHA,active,,,1610,684,701,,,,,,
ekm,VANITHA CENTRE KADAVUMPADU,VANITHA CENTRE KADAVUMPADU,MUVATTUPUZHA,VELLORKUNNAM,active,VO-8547613503,,463,195,200,,,,,,
ekm,Christava Mahilalayam Public School,Thottumugham,Aluva,Keezhmad,active,,,600,270,250,80,,,,,
ktm,ST THERESAS SCHOOL PAKKIL,kottayam,Kottayam,Nattakom,active,,Available,44,18,26,,Available,Available,Available,Available,
ekm,Christava Mahilalayam Public School,Thottumugham,Aluva,Keezhmad,active,,,300,200,50,25,,,,,
ktm,NATTAKOM GOVT COLLEGE,kottayam,Kottayam,Nattakom,active,,,409,201,208,,Available,Available,Available,Available,
ekm,Christava Mahilalayam Public School,Thottumugham,Aluva,Keezhmad,active,9446347801-Village Officer,,1500,750,650,100,,,,,
tcr,Elinjipra Asramam,"Elinjipra Asramam,Elinjipra",Chalakudy,Elinjipra,active,,,39,,,,,,,,
ktm,CLEEMIS SCHOOL CHINGAVANAM,kottayam,Kottayam,Nattakom,active,,,968,460,503,5,Available,Available,Available,Available,
ktm,ST THOMAS HS CHINGAVANAM,kottayam,Kottayam,Nattakom,active,,,51,26,25,,Available,Available,Available,Available,
tcr,St.Antony's U P S,"St.Antony's U P S,",Chalakudy,Elinjipra,active,,,982,,,,,,,,
ktm,BELMOUNT SCHOOL,kottayam,Kottayam,Nattakom,active,,,111,60,51,,Available,Available,Available,Available,
ktm,ARRAYIRAM CHIRA WARD 40,kottayam,Kottayam,Nattakom,active,,,80,45,35,,Available,Available,Available,Available,
ekm,Ooramana Kshethram Auditorium,Ooramana Kshethram Auditorium,Muvattupuzha,Ramamangalam,active,,,330,,,,,,,,
ekm,Ooramana Tabore Church,"Ooramana Tabore Church, Ooramana",Muvattupuzha,Ramamangalam,active,,,60,,,,,,,,
ktm,GOVT LPS MARIYAPALLY,kottayam,Kottayam,Nattakom,active,,,816,420,396,,Available,Available,Available,Available,
ktm,PALLOM ST THOMAS SCHOOL,kottayam,Kottayam,Nattakom,active,,,570,,,,Available,Available,Available,Available,
ekm,"Gov.Higher Secondary School,Sivali","Gov.Higher Secondary School,Sivali",Muvattupuzha,Ramamangalam,active,,,710,,,,,,,,
tcr,Veeranchira St.Joseph's Church Hall,"St.Joseph's Church Hall,Veeranchira",Chalakudy,Kuttichira,active,,,49,,,,,,,,
ekm,Govt.LPS Ooramana East,"Govt.LPS Ooramana East, Ooramana",Muvattupuzha,Ramamangalam,active,,,225,,,,,,,,
